"","pairs","Df","SumsOfSqs","F.Model","R2","p.value","p.adjusted","sig"
"78","C37 vs C67",1,0.791309379622224,13.8783013004759,0.435352598297598,0.001,0.0010709939148073,"*"
"79","C37 vs C70",1,1.14800906278415,12.8798325034342,0.41709528385563,0.001,0.0010709939148073,"*"
"80","C37 vs C72",1,0.672107927817541,9.5389166005586,0.346379515901693,0.001,0.0010709939148073,"*"
"81","C37 vs C73",1,0.572117119933586,8.23402663226813,0.313868196738818,0.001,0.0010709939148073,"*"
"82","C37 vs C74",1,0.814885678985633,9.01545271600284,0.333714663632583,0.001,0.0010709939148073,"*"
"83","C37 vs C86",1,1.19460227271181,13.325660922104,0.454402748415463,0.001,0.0010709939148073,"*"
"84","C37 vs C15",1,0.924232622722858,8.67940138520618,0.337990798734364,0.001,0.0010709939148073,"*"
"85","C37 vs C16",1,1.62703472557905,21.5634605653535,0.545034743099218,0.001,0.0010709939148073,"*"
"86","C37 vs C33",1,1.53730201219689,15.3211099672468,0.459801908829171,0.001,0.0010709939148073,"*"
"87","C37 vs C36",1,1.59396018746079,20.2540456993165,0.52946153352032,0.001,0.0010709939148073,"*"
"88","C37 vs C56",1,1.20315436982455,12.6530923073547,0.412783551508727,0.001,0.0010709939148073,"*"
"89","C37 vs C87",1,1.21879329677185,10.8412007728655,0.375892836717989,0.001,0.0010709939148073,"*"
"90","C37 vs C88",1,1.56316596087333,18.2270758005611,0.503134061962539,0.001,0.0010709939148073,"*"
"91","C37 vs C89",1,1.79848408998866,23.5808489713085,0.567108405785069,0.001,0.0010709939148073,"*"
"92","C37 vs C90",1,1.39093949953269,16.7498132643948,0.482011604981973,0.001,0.0010709939148073,"*"
"93","C37 vs C91",1,2.02481666065883,26.212520189242,0.592875503975911,0.001,0.0010709939148073,"*"
"94","C38 vs C41",1,0.245339622352273,3.48935152938526,0.170300730327211,0.001,0.0010709939148073,"*"
"95","C38 vs C44",1,0.751881279273479,7.11698544612624,0.283353488474624,0.002,0.0020665362035225,"*"
"96","C38 vs C47",1,1.62789829425312,15.2231662983741,0.458209376001561,0.001,0.0010709939148073,"*"
"97","C38 vs C52",1,1.60717348156371,14.3371170542229,0.443364107882048,0.001,0.0010709939148073,"*"
"98","C38 vs C55",1,1.01354280445602,12.2082329226699,0.404135950418609,0.001,0.0010709939148073,"*"
"99","C38 vs C58",1,1.02050885703621,10.0672164393757,0.358682395923393,0.001,0.0010709939148073,"*"
"100","C38 vs C8",1,0.683919903382777,8.90966591423656,0.331095374525735,0.001,0.0010709939148073,"*"
"101","C38 vs C13",1,1.68342100684927,16.2998528780459,0.475216407953715,0.001,0.0010709939148073,"*"
"102","C38 vs C17",1,1.47269981653228,18.7137762177738,0.509720822689825,0.001,0.0010709939148073,"*"
"103","C38 vs C18",1,1.58010057957991,12.0601550110956,0.401200692632625,0.001,0.0010709939148073,"*"
"104","C38 vs C28",1,1.17219471698907,16.3934151619003,0.476644005392645,0.001,0.0010709939148073,"*"
"105","C38 vs C59",1,1.25759698568252,15.8548593293039,0.468318570610049,0.001,0.0010709939148073,"*"
"106","C38 vs C65",1,0.796175619750072,8.20669908492175,0.325576112019795,0.001,0.0010709939148073,"*"
"107","C38 vs C67",1,0.903196279301765,14.7713141128687,0.450739145277921,0.001,0.0010709939148073,"*"
"108","C38 vs C70",1,1.60422097407955,17.2016256608811,0.488659979132638,0.001,0.0010709939148073,"*"
"109","C38 vs C72",1,0.809059041339671,10.8471688928715,0.376021956717977,0.001,0.0010709939148073,"*"
"110","C38 vs C73",1,0.898206460196982,12.2022992313358,0.404018884054879,0.001,0.0010709939148073,"*"
"111","C38 vs C74",1,1.13601511059757,12.0193894044736,0.400387537618685,0.001,0.0010709939148073,"*"
"112","C38 vs C86",1,1.82740860558646,19.3806743190427,0.547775719147658,0.001,0.0010709939148073,"*"
"113","C38 vs C15",1,1.48064606805688,13.3564687032392,0.439987563567103,0.001,0.0010709939148073,"*"
"114","C38 vs C16",1,1.98480681607267,24.9407526343021,0.580817780412605,0.001,0.0010709939148073,"*"
"115","C38 vs C33",1,2.02367988254783,19.3715929949831,0.518350742971637,0.001,0.0010709939148073,"*"
"116","C38 vs C36",1,2.12603079002028,25.6686681586818,0.587805152779284,0.001,0.0010709939148073,"*"
"117","C38 vs C56",1,1.58170683778337,15.9421629680378,0.469686124100282,0.001,0.0010709939148073,"*"
"118","C38 vs C87",1,1.74266247128619,14.9520715320675,0.453752096207876,0.001,0.0010709939148073,"*"
"119","C38 vs C88",1,2.16358420801501,24.0697233102927,0.572138854652364,0.001,0.0010709939148073,"*"
"120","C38 vs C89",1,2.26871196757036,28.2190764623529,0.610550418188004,0.001,0.0010709939148073,"*"
"121","C38 vs C90",1,1.84147325836859,21.1251678307869,0.53993807572025,0.001,0.0010709939148073,"*"
"122","C38 vs C91",1,2.45743461659293,30.1993664280561,0.626551107743971,0.001,0.0010709939148073,"*"
"123","C41 vs C44",1,0.674452385842825,6.42395282935427,0.274247172377497,0.002,0.0020665362035225,"*"
"124","C41 vs C47",1,1.43530135998418,13.495298235137,0.44253701443023,0.001,0.0010709939148073,"*"
"125","C41 vs C52",1,1.33011270303993,11.8948492900272,0.411659848806777,0.001,0.0010709939148073,"*"
"126","C41 vs C55",1,0.835673004601219,10.3125459216827,0.377575417218644,0.001,0.0010709939148073,"*"
"127","C41 vs C58",1,0.657426364398298,6.54401923045868,0.277948262206342,0.001,0.0010709939148073,"*"
"128","C41 vs C8",1,0.718083680188177,9.65079433675925,0.362120326126564,0.001,0.0010709939148073,"*"
"129","C41 vs C13",1,1.36780706209124,13.3466429757721,0.43980624105367,0.001,0.0010709939148073,"*"
"130","C41 vs C17",1,0.919965203857977,12.0327758544503,0.41445488763369,0.001,0.0010709939148073,"*"
"131","C41 vs C18",1,1.08737169753594,8.24672568780991,0.326645355512051,0.001,0.0010709939148073,"*"
"132","C41 vs C28",1,0.903718092397303,13.1278325623714,0.435737703175089,0.001,0.0010709939148073,"*"
"133","C41 vs C59",1,0.94626668413881,12.2708631788147,0.419217674034838,0.002,0.0020665362035225,"*"
"134","C41 vs C65",1,0.56588811888473,5.90826078064698,0.269681872048289,0.001,0.0010709939148073,"*"
"135","C41 vs C67",1,0.734568654197653,12.6930302511135,0.427475072222967,0.001,0.0010709939148073,"*"
"136","C41 vs C70",1,1.24208228497304,13.5191952308707,0.442973516457466,0.001,0.0010709939148073,"*"
"137","C41 vs C72",1,0.700050136778377,9.70884973277041,0.363506846229254,0.001,0.0010709939148073,"*"
"138","C41 vs C73",1,0.672813777924225,9.46700674781193,0.357690872942955,0.001,0.0010709939148073,"*"
"139","C41 vs C74",1,0.818439936483861,8.78110456159671,0.34060234078089,0.001,0.0010709939148073,"*"
"140","C41 vs C86",1,1.40862232325843,15.1807604608911,0.502994630654277,0.001,0.0010709939148073,"*"
"141","C41 vs C15",1,1.19100608492085,10.7798030112104,0.402534813519645,0.001,0.0010709939148073,"*"
"142","C41 vs C16",1,1.51387508459692,19.5611721901437,0.53502584896381,0.001,0.0010709939148073,"*"
"143","C41 vs C33",1,1.57670020480278,15.1984018309298,0.47202348460445,0.001,0.0010709939148073,"*"
"144","C41 vs C36",1,1.76073131743193,21.7837444765689,0.561672029623893,0.001,0.0010709939148073,"*"
"145","C41 vs C56",1,1.30052914701489,13.2462057858387,0.437946031301571,0.001,0.0010709939148073,"*"
"146","C41 vs C87",1,1.3545445929709,11.6234484376606,0.406081344914659,0.001,0.0010709939148073,"*"
"147","C41 vs C88",1,1.75356868535621,19.8579812589218,0.538770181671711,0.001,0.0010709939148073,"*"
"148","C41 vs C89",1,1.91229041412354,24.4365507270084,0.58973419114928,0.001,0.0010709939148073,"*"
"149","C41 vs C90",1,1.40491532429168,16.4457986160605,0.491714932713949,0.001,0.0010709939148073,"*"
"150","C41 vs C91",1,2.11003639700248,26.6115850222172,0.610195318713144,0.001,0.0010709939148073,"*"
"151","C44 vs C47",1,0.555093695759663,3.97380351269556,0.180842770820248,0.001,0.0010709939148073,"*"
"152","C44 vs C52",1,0.892874757401419,6.16407157990862,0.255092423457054,0.001,0.0010709939148073,"*"
"153","C44 vs C55",1,0.722261292546988,6.23854908373748,0.257381292179867,0.001,0.0010709939148073,"*"
"154","C44 vs C58",1,0.648916210097101,4.83824668171222,0.211848429047159,0.002,0.0020665362035225,"*"
"155","C44 vs C8",1,0.708048786244469,6.46535856903684,0.264265841466936,0.001,0.0010709939148073,"*"
"156","C44 vs C13",1,0.932697197975511,6.85650665151159,0.275843534557767,0.001,0.0010709939148073,"*"
"157","C44 vs C17",1,1.05840437852277,9.4967858703475,0.345378034913849,0.001,0.0010709939148073,"*"
"158","C44 vs C18",1,0.934869161870551,5.70839494386019,0.240775259454605,0.001,0.0010709939148073,"*"
"159","C44 vs C28",1,0.969690641028993,9.3009942191088,0.340683351839207,0.001,0.0010709939148073,"*"
"160","C44 vs C59",1,0.954005516044485,8.51243348690781,0.321073261385507,0.001,0.0010709939148073,"*"
"161","C44 vs C65",1,0.787678426143008,5.98109774506874,0.26026162072054,0.001,0.0010709939148073,"*"
"162","C44 vs C67",1,1.03330494898677,11.0045519408107,0.379407755143661,0.001,0.0010709939148073,"*"
"163","C44 vs C70",1,1.10369884328935,8.75864470299509,0.32732019129559,0.001,0.0010709939148073,"*"
