level1	level2	level3	level4	level5	level6	freq
DIRECT EFFECTS	BIO-FERTILIZATION	CO2 Fixation	CO2_FIXATION-ALTERNATIVE_PAHTWAYS	CO2_FIXATION-REDUCTIVE_CITRIC_ACID_CYCLE	icd	1
DIRECT EFFECTS	BIO-FERTILIZATION	CO2 Fixation	CO2_FIXATION-ALTERNATIVE_PAHTWAYS	CO2_FIXATION-REDUCTIVE_CITRIC_ACID_CYCLE	korA|oorA|oforA	1
DIRECT EFFECTS	BIO-FERTILIZATION	CO2 Fixation	CO2_FIXATION-ALTERNATIVE_PAHTWAYS	CO2_FIXATION-REDUCTIVE_CITRIC_ACID_CYCLE	korB|oorB|oforB	1
DIRECT EFFECTS	BIO-FERTILIZATION	CO2 Fixation	CO2_FIXATION-ALTERNATIVE_PAHTWAYS	PHOTOSYNTHETIC_CO2_FIXATION	cynT|can	2
DIRECT EFFECTS	BIO-FERTILIZATION	CO2 Fixation	CO2_FIXATION-RuBisCo	CO2_FIXATION-RuBisCo_BIOSYNTHESIS	rbcL|cbbL	1
DIRECT EFFECTS	BIO-FERTILIZATION	CO2 Fixation	CO2_FIXATION-RuBisCo	CO2_FIXATION-RuBisCo_BIOSYNTHESIS_REGULATION	cbbR|cmpR|ndhR	8
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-HEMOPHORES	HEMOPHORES-HEME|HEMIN_UTILISATION	hmoA	2
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-HEMOPHORES	HEMOPHORES-SIROHEME	cobA_hemD	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-HEMOPHORES	HEMOPHORES-SIROHEME	hemA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-HEMOPHORES	HEMOPHORES-SIROHEME	hemB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-HEMOPHORES	HEMOPHORES-SIROHEME	hemC	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-HEMOPHORES	HEMOPHORES-SIROHEME	hemD	2
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-HEMOPHORES	HEMOPHORES-SIROHEME	hemL	2
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-HEMOPHORES	HEMOPHORES-SIROHEME	sirA|ylnD|cysG|cobA	3
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-IRON_HOMOEOSTASIS	IRON_HOMEOSTASIS-Fmn|Dmk|Ppl|Ndh|Eet_SYSTEM	fmnA|ecfT	2
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-IRON_HOMOEOSTASIS	IRON_HOMEOSTASIS-Fmn|Dmk|Ppl|Ndh|Eet_SYSTEM	ndh	4
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-IRON_HOMOEOSTASIS	IRON_HOMEOSTASIS-FoxABCD	coxC|ctaE	2
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-IRON_HOMOEOSTASIS	IRON_HOMEOSTASIS-FoxABCD	foxA|coxA|ctaD	2
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-IRON_HOMOEOSTASIS	IRON_HOMEOSTASIS-FoxABCD	foxB|coxB|ctaC	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-IRON_HOMOEOSTASIS	IRON_HOMEOSTASIS-RELATED_PROTEINS	dps|dpsA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-OTHER_TRANSPORT_SYSTEMS	Iron acquisition-IRON_UPTAKE_REGULATION	fur|furB|zur	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-OTHER_TRANSPORT_SYSTEMS	Iron acquisition-IRON_UPTAKE_REGULATION	pmrA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-OTHER_TRANSPORT_SYSTEMS	Iron acquisition-IRON_UPTAKE_REGULATION	troR	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-OTHER_TRANSPORT_SYSTEMS	Iron acquisition-LIPOIC_ACID_CHELATORS	lipA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-OTHER_TRANSPORT_SYSTEMS	Iron acquisition-LIPOIC_ACID_CHELATORS	lipL	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-OTHER_TRANSPORT_SYSTEMS	Iron acquisition-RELATED_PROTEINS-BaeSR_SYSTEM	baeS	3
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-OTHER_TRANSPORT_SYSTEMS	IRON_TRANSPORT-CATECHOL_RELATED_FERRIC_CITRATE_TRANSPORT	fecB|htsA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-OTHER_TRANSPORT_SYSTEMS	IRON_TRANSPORT-CATECHOL_RELATED_FERRIC_CITRATE_TRANSPORT	fecC|htsB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-OTHER_TRANSPORT_SYSTEMS	IRON_TRANSPORT-CATECHOL_RELATED_FERRIC_CITRATE_TRANSPORT	fecD|htsC	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-OTHER_TRANSPORT_SYSTEMS	IRON_TRANSPORT-CATECHOL_RELATED_FERRIC_CITRATE_TRANSPORT	fecE	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-OTHER_TRANSPORT_SYSTEMS	IRON_TRANSPORT-FeuABC|YusV-TRANSPORT_COMPLEX	feuA|yvrC|ABC_FEV_S|fatB	8
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-OTHER_TRANSPORT_SYSTEMS	IRON_TRANSPORT-FeuABC|YusV-TRANSPORT_COMPLEX	feuB|feuC|chuU|yfhA|hmuU|ABC_FEV_P|fatC|fatD	10
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-OTHER_TRANSPORT_SYSTEMS	IRON_TRANSPORT-FeuABC|YusV-TRANSPORT_COMPLEX	yusV|ABC_FEV_A|feuD	5
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-OTHER_TRANSPORT_SYSTEMS	IRON_TRANSPORT-IRON_III_TRANSPORT_SYSTEM	afuA|fbpA	2
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-OTHER_TRANSPORT_SYSTEMS	IRON_TRANSPORT-IRON_III_TRANSPORT_SYSTEM	afuB|fbpB	3
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-OTHER_TRANSPORT_SYSTEMS	IRON_TRANSPORT-IRON_III_TRANSPORT_SYSTEM	afuC|fbpC	2
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-OTHER_TRANSPORT_SYSTEMS	IRON_TRANSPORT-IRON_II_TRANSPORT_SYSTEM	efeB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-OTHER_TRANSPORT_SYSTEMS	IRON_TRANSPORT-IRON_II_TRANSPORT_SYSTEM	efeO	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-OTHER_TRANSPORT_SYSTEMS	IRON_TRANSPORT-IRON_II_TRANSPORT_SYSTEM	efeU|FTR|FTH1	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-OTHER_TRANSPORT_SYSTEMS	IRON_TRANSPORT-MNT-ABC_TRANSPORT_SYSTEM	troA|mntA|znuA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-OTHER_TRANSPORT_SYSTEMS	IRON_TRANSPORT-MNT-ABC_TRANSPORT_SYSTEM	troB|mntB|znuC	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-OTHER_TRANSPORT_SYSTEMS	IRON_TRANSPORT-MNT-ABC_TRANSPORT_SYSTEM	troC|mntC|znuB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-OTHER_TRANSPORT_SYSTEMS	IRON_TRANSPORT-MNT-ABC_TRANSPORT_SYSTEM	troD|mntD|znuB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORES-BACILLIBACTIN_METABOLISM	dhbF	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORES-BACILLIBACTIN_METABOLISM	mta|ywnD	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORES-BACILLIBACTIN_METABOLISM	ymfI|fabG|efpI	14
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORES-BACILLIBACTIN_TRANSPORT	blt	8
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORES-BACILLIBACTIN_TRANSPORT	ydfK|yqgA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORES-COPROGEN_BIOSYNTHESIS	hemN|hemZ	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORES-CYCLOOCTATIN_METABOLISM	cotB4	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORES-DESFERRIOXAMINE-BIOSYNTHESIS	ddc|dfoJ|desA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORES-ENTEROBACTIN|ENTEROCHELIN_METABOLISM	acrR|smeT	2
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORES-ENTEROBACTIN|ENTEROCHELIN_METABOLISM	fes|cbsF|cbsH	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORES-ENTEROBACTIN|ENTEROCHELIN_METABOLISM	pfeE	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORES-ENTEROBACTIN|ENTEROCHELIN|BACILLIBACTIN|VANCHROBACTIN|ACINETOBACTIN|CHRYSOBACTIN_METABOLISM	entA|vibA|viuA|vabA|angA|dhbA|cbsA|aebA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORES-ENTEROBACTIN|ENTEROCHELIN|BACILLIBACTIN|VANCHROBACTIN|ACINETOBACTIN|CHRYSOBACTIN_METABOLISM	entB|vibB|viuB|vabB|angB|dhbB|basF|cbsB|aebB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORES-ENTEROBACTIN|ENTEROCHELIN|BACILLIBACTIN|VANCHROBACTIN|ACINETOBACTIN|CHRYSOBACTIN_METABOLISM	entC|vibC|viuB|angC|vabC|dhbC|basJ|cbsE|aebC	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORES-ENTEROBACTIN|ENTEROCHELIN|PSEUDOMONINE|BACILLIBACTIN|ACINETOBACTIN|ANGUIBACTIN_METABOLISM	entE|psmE|dhbE|basE|angE|aebE	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORES-FERRICHROME|FERRIOXAMINE_METABOLISM	fhuF	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORES-MYCOBACTIN_BIOSYNTHESIS	mbtH|nocI	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORES-PETROBACTIN_BIOSYNTHESIS	asbA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORES-PETROBACTIN_BIOSYNTHESIS	asbF	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORES-PYOCHELIN_BIOSYNTHESIS	pchC	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORES-RHIZOBACTIN_METABOLISM	rhbD	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORES-RHIZOBACTIN_METABOLISM	rhbE	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORES-RHIZOBACTIN_METABOLISM	rhbF	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORE_EXPORT_SYSTEMS	macA|pvdR	1
DIRECT EFFECTS	BIO-FERTILIZATION	Iron acquisition	Iron acquisition-SIDEROPHORES	SIDEROPHORE_EXPORT_SYSTEMS	ymfE	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-ALLANTOIN_USAGE	N-AQUISITION-ALLANTOIN_METABOLISM	allB	2
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-ALLANTOIN_USAGE	N-AQUISITION-ALLANTOIN_METABOLISM	allC	2
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-AMMONIUM_ASSIMILATION_USAGE	N-AQUISITION-AMMONIUM_METABOLISM	nitA|nitB|nitR|nit1	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-AMMONIUM_ASSIMILATION_USAGE	N-AQUISITION-AMMONIUM_TRANSPORT	amtB|ybaG|amt	2
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-AMMONIUM_ASSIMILATION_USAGE	N-AQUISITION-GLUTAMATE_TRANSPORT	TC_AAT|yifK	9
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-AMMONIUM_ASSIMILATION_USAGE	N-AQUISITION-GLUTAMATE_TRANSPORT	gltP|gltT	3
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-AMMONIUM_ASSIMILATION_USAGE	N-AQUISITION-GLUTAMATE_TRANSPORT	gltS	2
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-AMMONIUM_ASSIMILATION_USAGE	N-AQUISITION-GLUTAMATE_TRANSPORT	ntrA|rpoN	2
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-AMMONIUM_ASSIMILATION_USAGE	N-AQUISITION-GLUTAMATE_TRANSPORT	peb1A|glnH	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-AMMONIUM_ASSIMILATION_USAGE	N-AQUISITION-GLUTAMATE_TRANSPORT	peb1B|glnP|glnM	2
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-AMMONIUM_ASSIMILATION_USAGE	N-AQUISITION-GLUTAMATE_TRANSPORT	peb1C|glnQ	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-AMMONIUM_ASSIMILATION_USAGE	N-AQUISITION-GLUTAMATE|GLUTAMINE_METABOLISM	gdhA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-AMMONIUM_ASSIMILATION_USAGE	N-AQUISITION-GLUTAMATE|GLUTAMINE_METABOLISM	glnA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-AMMONIUM_ASSIMILATION_USAGE	N-AQUISITION-GLUTAMATE|GLUTAMINE_METABOLISM	glnB|glnY	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-AMMONIUM_ASSIMILATION_USAGE	N-AQUISITION-GLUTAMATE|GLUTAMINE_METABOLISM	glnH	2
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-AMMONIUM_ASSIMILATION_USAGE	N-AQUISITION-GLUTAMATE|GLUTAMINE_METABOLISM	gltB	2
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-AMMONIUM_ASSIMILATION_USAGE	N-AQUISITION-GLUTAMATE|GLUTAMINE_METABOLISM	gltD	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-AMMONIUM_ASSIMILATION_USAGE	N-AQUISITION-GLUTAMINE_TRANSPORT	glnH	2
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-AMMONIUM_ASSIMILATION_USAGE	N-AQUISITION-GLUTAMINE_TRANSPORT	glnP	2
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-AMMONIUM_ASSIMILATION_USAGE	N-AQUISITION-GLUTAMINE_TRANSPORT	glnQ	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-AMMONIUM_ASSIMILATION_USAGE	N-AQUISITION-GLUTAMINE_TRANSPORT	peb1A|glnH	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-AMMONIUM_ASSIMILATION_USAGE	N-AQUISITION-GLUTAMINE_TRANSPORT	peb1B|glnP|glnM	2
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-AMMONIUM_ASSIMILATION_USAGE	N-AQUISITION-GLUTAMINE_TRANSPORT	peb1C|glnQ	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-AMMONIUM_ASSIMILATION_USAGE	N-AQUISITION-GLUTAMINE_TRANSPORT	ycbA|glnK	2
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-AMMONIUM_ASSIMILATION_USAGE	N-AQUISITION-GLUTAMINE_TRANSPORT	ycbB|glnL	2
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-ATMOSHPHERIC_NITROGEN_FIXATION	N-FIX-NITROGENASE_BIOSYNTHESIS	nifM|ppiC	2
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-ATMOSHPHERIC_NITROGEN_FIXATION	N-FIX-NITROGENASE_BIOSYNTHESIS	nifS|iscS	4
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-ATMOSHPHERIC_NITROGEN_FIXATION	N-FIX-NITROGENASE_BIOSYNTHESIS	nifU|iscU	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-DENITRIFICATION|NITRATE_USAGE	DENITRIFICATION-NITRATE_REDUCTION	narK|nrtP|nrt|narU	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-DENITRIFICATION|NITRATE_USAGE	DENITRIFICATION-NITRATE_REDUCTION	nasA|nasC|narB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-DENITRIFICATION|NITRATE_USAGE	DENITRIFICATION-NITRATE_REDUCTION	nfrA1|ywcG	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-DENITRIFICATION|NITRATE_USAGE	DENITRIFICATION-NITRATE_REDUCTION	nirA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-DENITRIFICATION|NITRATE_USAGE	DENITRIFICATION-NITRATE_REDUCTION	nirB	2
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-DENITRIFICATION|NITRATE_USAGE	DENITRIFICATION-NITRATE_REDUCTION	nirD	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-DENITRIFICATION|NITRATE_USAGE	DENITRIFICATION-NITRATE_REDUCTION	norQ	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-ETHANOLAMINE_USAGE	N-AQUISITION-ETHANOLAMINE_DEGRADATION	eutA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-ETHANOLAMINE_USAGE	N-AQUISITION-ETHANOLAMINE_DEGRADATION	eutB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-ETHANOLAMINE_USAGE	N-AQUISITION-ETHANOLAMINE_DEGRADATION	eutC	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-ETHANOLAMINE_USAGE	N-AQUISITION-ETHANOLAMINE_TRANSPORT	eutH	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-REGULATION	FUMARATE_BASED_NITROGENASE_REGULATION	frdA	5
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-REGULATION	GLN-NITROGEN_REGULATORY_SYSTEM	glnB|glnY	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-REGULATION	GLN-NITROGEN_REGULATORY_SYSTEM	glnR	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-REGULATION	NITROGEN_REGULATING_FUNCTIONS	acoR	13
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-REGULATION	NITROGEN_REGULATING_FUNCTIONS	draG	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-REGULATION	NITROGEN_REGULATING_FUNCTIONS	fixA|etfB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-REGULATION	NITROGEN_REGULATING_FUNCTIONS	fixB|etfA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-REGULATION	NITROGEN_REGULATING_FUNCTIONS	tnrA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-REGULATION	NTR-NITROGEN_REGULATORY_SYSTEM	ntrA|rpoN	2
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-RELATED_FUNCTIONS	N-AQUISITION-NitT|TauT_FAMILY_TRANSPORTER	ABC_SN_A|ytlC	3
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-RELATED_FUNCTIONS	N-AQUISITION-NitT|TauT_FAMILY_TRANSPORTER	ABC_SN_P	3
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-TRIGONELLINE_USAGE	N-AQUISITION-TRIGONELLINE_METABOLISM	tgnA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-TRIGONELLINE_USAGE	N-AQUISITION-TRIGONELLINE_METABOLISM	tgnR	3
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-UREA_USAGE	N-AQUISITION-UREA_METABOLISM	atzF	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-UREA_USAGE	N-AQUISITION-UREA_METABOLISM	uca|dur|urd	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-UREA_USAGE	N-AQUISITION-UREA_METABOLISM	ureA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-UREA_USAGE	N-AQUISITION-UREA_METABOLISM	ureB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-UREA_USAGE	N-AQUISITION-UREA_METABOLISM	ureC	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-UREA_USAGE	N-AQUISITION-UREA_METABOLISM	ureD	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-UREA_USAGE	N-AQUISITION-UREA_METABOLISM	ureF	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-UREA_USAGE	N-AQUISITION-UREA_METABOLISM	ureG	1
DIRECT EFFECTS	BIO-FERTILIZATION	Nitrogen acquisition	N-AQUISITION-UREA_USAGE	N-AQUISITION-UREA_METABOLISM	ycgI	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-ACETIC_ACID_BIOSYNTHESIS	aceF|pdhC	3
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-ACETIC_ACID_BIOSYNTHESIS	ackA	2
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-ACETIC_ACID_BIOSYNTHESIS	korA|oorA|oforA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-ACETIC_ACID_BIOSYNTHESIS	korB|oorB|oforB	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-ACETIC_ACID_BIOSYNTHESIS	lpd|pdhD	4
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-ACETIC_ACID_BIOSYNTHESIS	maeA|sfcA|ywkA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-ACETIC_ACID_BIOSYNTHESIS	pta	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-ACETIC_ACID_TRANSPORT	actP	3
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-ACONITIC_ACID_BIOSYNTHESIS	acnA	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-ACONITIC_ACID_BIOSYNTHESIS	prpF	1
DIRECT EFFECTS	BIO-FERTILIZATION	Phosphate solubilization	P-SOLUBILISATION-ORGANIC_ACID_METABOLISM	P-SOLUBILISATION-BUTYRIC_ACID_BIOSYNTHESIS	menI|ydiI|ydiL|ydiI|ybdB	1
